,query_text,QuestionId_Answer,ConstructName,SubjectName,QuestionText,correct_answer,incorrect_answer,MisconceptionID
3545,"###question###:Linear Sequences (nth term)-Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one-Tom and Katie are discussing this sequence. ![3 consecutive patterns of a sequence are shown. The first pattern is a green triangle inside a square shape that is made from 4 separate red sticks. The second term is Pattern 1 but with 1 more green triangle and 3 more red sticks so that the 2 triangles are enclosed by squares made from red sticks. The third term is Pattern 2 but with 1 more green triangle and 3 more red sticks so that the 3 triangles are enclosed by squares made from red sticks.]() Tom says the number of triangles in the \( 6^{\text {th }} \) term will be 
double the number of triangles in the \( 3^{\text {rd }} \) term.

Katie says the number of sticks in the \( 6^{\text {th }} \) term will be 
double the number of sticks in the \( 3^{\text {rd }} \) term.

Who do you agree with?
###Correct Answer###:Only Tom
###Misconcepte Incorrect answer###:C.Both Tom and Katie",1519_C,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,Linear Sequences (nth term),"Tom and Katie are discussing this sequence. ![3 consecutive patterns of a sequence are shown. The first pattern is a green triangle inside a square shape that is made from 4 separate red sticks. The second term is Pattern 1 but with 1 more green triangle and 3 more red sticks so that the 2 triangles are enclosed by squares made from red sticks. The third term is Pattern 2 but with 1 more green triangle and 3 more red sticks so that the 3 triangles are enclosed by squares made from red sticks.]() Tom says the number of triangles in the \( 6^{\text {th }} \) term will be 
double the number of triangles in the \( 3^{\text {rd }} \) term.

Katie says the number of sticks in the \( 6^{\text {th }} \) term will be 
double the number of sticks in the \( 3^{\text {rd }} \) term.

Who do you agree with?",Only Tom,Both Tom and Katie,2386.0
3546,"###question###:Transformations of functions in the form f(x)-Identify vertical reflections in the form f(x) = for non-trigonometric functions-What transformation maps the graph of
\(y=3 x-7\)
to the graph of
\(y=7-3 x\)
###Correct Answer###:Reflection in the
\[
x \text {-axis }
\]
###Misconcepte Incorrect answer###:A.Reflection in the line
\[
y=x
\]",1520_A,Identify vertical reflections in the form f(x) = for non-trigonometric functions,Transformations of functions in the form f(x),"What transformation maps the graph of
\(y=3 x-7\)
to the graph of
\(y=7-3 x\)","Reflection in the
\[
x \text {-axis }
\]","Reflection in the line
\[
y=x
\]",47.0
3547,"###question###:Transformations of functions in the form f(x)-Identify vertical reflections in the form f(x) = for non-trigonometric functions-What transformation maps the graph of
\(y=3 x-7\)
to the graph of
\(y=7-3 x\)
###Correct Answer###:Reflection in the
\[
x \text {-axis }
\]
###Misconcepte Incorrect answer###:B.Reflection in the line
\[
y=-x
\]",1520_B,Identify vertical reflections in the form f(x) = for non-trigonometric functions,Transformations of functions in the form f(x),"What transformation maps the graph of
\(y=3 x-7\)
to the graph of
\(y=7-3 x\)","Reflection in the
\[
x \text {-axis }
\]","Reflection in the line
\[
y=-x
\]",1303.0
3548,"###question###:Transformations of functions in the form f(x)-Identify vertical reflections in the form f(x) = for non-trigonometric functions-What transformation maps the graph of
\(y=3 x-7\)
to the graph of
\(y=7-3 x\)
###Correct Answer###:Reflection in the
\[
x \text {-axis }
\]
###Misconcepte Incorrect answer###:D.Reflection in the
\[
y \text {-axis }
\]",1520_D,Identify vertical reflections in the form f(x) = for non-trigonometric functions,Transformations of functions in the form f(x),"What transformation maps the graph of
\(y=3 x-7\)
to the graph of
\(y=7-3 x\)","Reflection in the
\[
x \text {-axis }
\]","Reflection in the
\[
y \text {-axis }
\]",594.0
3549,"###question###:Missing Lengths-Calculate missing lengths of shapes by geometrical inference, where the lengths involve algebraic expressions-What length replaces the \( \color{green}\bigstar \) ? ![A diagram showing a compound shape. It is an L shape rotated 90 degrees clockwise. The top full width is 3x+4, the partial width to the right is x+4. The left full height is 5, the partial height on the right is 3. There is a green star on the left partial width at the bottom of the diagram.]()
###Correct Answer###:\( 2 x \)
###Misconcepte Incorrect answer###:A.\( 3 \)",1521_A,"Calculate missing lengths of shapes by geometrical inference, where the lengths involve algebraic expressions",Missing Lengths,"What length replaces the \( \color{green}\bigstar \) ? ![A diagram showing a compound shape. It is an L shape rotated 90 degrees clockwise. The top full width is 3x+4, the partial width to the right is x+4. The left full height is 5, the partial height on the right is 3. There is a green star on the left partial width at the bottom of the diagram.]()",\( 2 x \),\( 3 \),2504.0
3550,"###question###:Missing Lengths-Calculate missing lengths of shapes by geometrical inference, where the lengths involve algebraic expressions-What length replaces the \( \color{green}\bigstar \) ? ![A diagram showing a compound shape. It is an L shape rotated 90 degrees clockwise. The top full width is 3x+4, the partial width to the right is x+4. The left full height is 5, the partial height on the right is 3. There is a green star on the left partial width at the bottom of the diagram.]()
###Correct Answer###:\( 2 x \)
###Misconcepte Incorrect answer###:D.Not enough information",1521_D,"Calculate missing lengths of shapes by geometrical inference, where the lengths involve algebraic expressions",Missing Lengths,"What length replaces the \( \color{green}\bigstar \) ? ![A diagram showing a compound shape. It is an L shape rotated 90 degrees clockwise. The top full width is 3x+4, the partial width to the right is x+4. The left full height is 5, the partial height on the right is 3. There is a green star on the left partial width at the bottom of the diagram.]()",\( 2 x \),Not enough information,1527.0
3551,"###question###:Block Graphs and Bar Charts-Interpret a bar chart-![A bar chart with blue bars. The x-axis is labelled with fruits and the y-axis is titled ""Number of Children"" and its scale is from 0 to 60 in steps of 10. The bars represent the following numbers of children: Banana, 20; Apple, 40; Kiwi Fruits, 50; Orange, 30; Pineapple, 25.]() Which of the following statements is true?
###Correct Answer###:Kiwi is the most popular fruit
###Misconcepte Incorrect answer###:A.Banana is the most popular fruit",1522_A,Interpret a bar chart,Block Graphs and Bar Charts,"![A bar chart with blue bars. The x-axis is labelled with fruits and the y-axis is titled ""Number of Children"" and its scale is from 0 to 60 in steps of 10. The bars represent the following numbers of children: Banana, 20; Apple, 40; Kiwi Fruits, 50; Orange, 30; Pineapple, 25.]() Which of the following statements is true?",Kiwi is the most popular fruit,Banana is the most popular fruit,1118.0
3552,"###question###:Simultaneous Equations-Recognise if two linear expressions are in an appropriate form to be added or subtracted-Tom and Katie are discussing whether simultaneous equations are in an appropriate form to be added or subtracted, or whether they need transforming first. Tom says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
5 x+3 y=18
\end{array}
\) Katie says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
2 x+y=4
\end{array}
\) Who is correct?
###Correct Answer###:Both Tom and Katie
###Misconcepte Incorrect answer###:A.Only Tom",1523_A,Recognise if two linear expressions are in an appropriate form to be added or subtracted,Simultaneous Equations,"Tom and Katie are discussing whether simultaneous equations are in an appropriate form to be added or subtracted, or whether they need transforming first. Tom says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
5 x+3 y=18
\end{array}
\) Katie says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
2 x+y=4
\end{array}
\) Who is correct?",Both Tom and Katie,Only Tom,1146.0
3553,"###question###:Simultaneous Equations-Recognise if two linear expressions are in an appropriate form to be added or subtracted-Tom and Katie are discussing whether simultaneous equations are in an appropriate form to be added or subtracted, or whether they need transforming first. Tom says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
5 x+3 y=18
\end{array}
\) Katie says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
2 x+y=4
\end{array}
\) Who is correct?
###Correct Answer###:Both Tom and Katie
###Misconcepte Incorrect answer###:B.Only Katie",1523_B,Recognise if two linear expressions are in an appropriate form to be added or subtracted,Simultaneous Equations,"Tom and Katie are discussing whether simultaneous equations are in an appropriate form to be added or subtracted, or whether they need transforming first. Tom says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
5 x+3 y=18
\end{array}
\) Katie says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
2 x+y=4
\end{array}
\) Who is correct?",Both Tom and Katie,Only Katie,370.0
3554,"###question###:Real Life Graphs-Given a situation sketch an appropriate non linear real life graph-\( p \) increases slowly at first, then quickly, then slowly again
Which of the following sketches best shows this?
###Correct Answer###:![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()
###Misconcepte Incorrect answer###:C.![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()",1524_C,Given a situation sketch an appropriate non linear real life graph,Real Life Graphs,"\( p \) increases slowly at first, then quickly, then slowly again
Which of the following sketches best shows this?","![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()","![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()",601.0
3555,"###question###:Factorising into a Double Bracket-Factorise a quadratic expression in the form x² - bx - c-When \( x^{2}-x-12 \) is factorised, what will appear in the box below ![\( (x+3) \)]()
###Correct Answer###:\( (x-4) \)
###Misconcepte Incorrect answer###:D.\( (x-15) \)",1525_D,Factorise a quadratic expression in the form x² - bx - c,Factorising into a Double Bracket,"When \( x^{2}-x-12 \) is factorised, what will appear in the box below ![\( (x+3) \)]()",\( (x-4) \),\( (x-15) \),2256.0
3556,"###question###:Adding and Subtracting Fractions-Add proper fractions with different denominators which do not share a common factor-The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()
###Correct Answer###:\( \frac{31}{35} \)
###Misconcepte Incorrect answer###:A.\( \frac{11}{35} \)",1526_A,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()",\( \frac{31}{35} \),\( \frac{11}{35} \),234.0
3557,"###question###:Adding and Subtracting Fractions-Add proper fractions with different denominators which do not share a common factor-The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()
###Correct Answer###:\( \frac{31}{35} \)
###Misconcepte Incorrect answer###:C.\( \frac{5}{12} \)",1526_C,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()",\( \frac{31}{35} \),\( \frac{5}{12} \),217.0
3558,"###question###:Adding and Subtracting Fractions-Add proper fractions with different denominators which do not share a common factor-The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()
###Correct Answer###:\( \frac{31}{35} \)
###Misconcepte Incorrect answer###:D.\( \frac{5}{35} \)",1526_D,Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()",\( \frac{31}{35} \),\( \frac{5}{35} \),2234.0
3559,"###question###:Types, Naming and Estimating-Label angles using correct 3-letter notation (e.g. angle ADB)-Which of the following correctly describes the marked angle? ![An image of square ABCE and three triangles attached to it.  The marked angle is between the lines EG and GH.]()
###Correct Answer###:\( \mathrm{EGH} \)
###Misconcepte Incorrect answer###:A.EGCE",1527_A,Label angles using correct 3-letter notation (e.g. angle ADB),"Types, Naming and Estimating",Which of the following correctly describes the marked angle? ![An image of square ABCE and three triangles attached to it.  The marked angle is between the lines EG and GH.](),\( \mathrm{EGH} \),EGCE,33.0
